Caltrans District ID Number,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,South or Westbound Peak Hour,South or Westbound Peak Month,South or Westbound Annual Average Daily Traffic (AADT),North or Eastbound Peak Hour,North or Eastbound Peak Month,North or Eastbound Annual Average Daily Traffic (AADT),Location
7,10,,Los Angeles,R,11.391,,"LOS ANGELES, CRENSHAW BOULEVARD",20800,287000,278000,21700,306000,301000,"(34.03495052, -118.3337783)"
7,10,,Los Angeles,R,12.319,,"LOS ANGELES, ARLINGTON AVENUE",21700,306000,301000,21900,331000,313000,"(34.03663068, -118.3176929)"
7,10,,Los Angeles,R,12.82,,"LOS ANGELES, WESTERN AVENUE ",21900,331000,313000,22500,342000,323000,"(34.03701878, -118.3090024)"
7,10,,Los Angeles,R,13.303,,"LOS ANGELES, NORMANDIE AVENUE ",22500,342000,323000,22700,346000,329000,"(34.0369762, -118.3005979)"
7,10,,Los Angeles,R,13.803,,"LOS ANGELES, VERMONT AVENUE",22700,346000,329000,23100,352000,332000,"(34.03683867, -118.291889)"
7,10,,Los Angeles,,14.25,,"LOS ANGELES, HOOVER STREET ",23100,352000,332000,23100,348000,328000,"(34.03704053, -118.2839955)"
7,10,,Los Angeles,,14.836,,"LOS ANGELES, JCT. RTE. 110",23100,348000,328000,19200,258000,251000,"(34.03808227, -118.2740241)"
7,10,,Los Angeles,,15.8,,"LOS ANGELES, LOS ANGELES STREET",19200,258000,251000,19600,262000,254000,"(34.03104206, -118.2597361)"
7,10,,Los Angeles,,16.38,,"LOS ANGELES, SAN PEDRO ST/CENTRAL AVE",19600,262000,254000,21900,290000,281000,"(34.02672761, -118.2509647)"
7,10,S,Los Angeles,,16.968,,"LOS ANGELES, BEGIN BUSWAY AT ALAMEDA STREET",,,,810,7500,7000,"(34.054775, -118.237779)"
7,10,,Los Angeles,,17.35,,"LOS ANGELES, ALAMEDA STREET ",21900,290000,281000,22700,298000,288000,"(34.02609565, -118.2355587)"
7,10,S,Los Angeles,,17.5,,"LOS ANGELES, JCT.  RTE.  101",810,7500,7000,1150,12000,10700,"(34.05343228, -118.2289073)"
7,10,,Los Angeles,,17.71,,"LOS ANGELES, SANTA FE AVENUE",22700,298000,288000,24200,316000,305000,"(34.02827611, -118.2299591)"
7,10,,Los Angeles,,18.394,,"LOS ANGELES, JCT. RTE. 101",24200,316000,305000,,,,"(34.0336686, -118.2209588)"
7,10,,Los Angeles,,18.395,,BREAK IN ROUTE,,,,,,,"(34.05515008, -118.2141572)"
7,10,S,Los Angeles,,18.41,,"LOS ANGELES, JCT. RTE. 5",1150,12000,10700,1100,10700,9600,"(34.05679211, -118.2143963)"
7,10,,Los Angeles,,19.071,,BREAK IN ROUTE,,,,,,,"(34.05434282, -118.2028054)"
7,10,,Los Angeles,,19.072,,"LOS ANGELES, SOTO STREET ",15400,212000,210000,16900,232000,232000,"(34.0543485, -118.202789)"
7,10,,Los Angeles,,20.222,,CITY TERRACE DRIVE,16900,232000,232000,16100,222000,221000,"(34.05602803, -118.1830999)"
7,10,,Los Angeles,,21.382,,"MONTEREY PARK, JCT. RTE. 710",16100,222000,221000,13400,214000,210000,"(34.06111787, -118.1651579)"
7,10,S,Los Angeles,,21.415,,"ALHAMBRA, JCT. RTE. 710",1100,10700,9600,2950,28500,25000,"(34.06248335, -118.1649558)"
7,10,,Los Angeles,,22.312,,"ALHAMBRA, FREMONT AVENUE ",13400,214000,210000,13500,218000,213000,"(34.06821311, -118.1511242)"
7,10,,Los Angeles,,23.326,,"ALHAMBRA, ATLANTIC BOULEVARD ",13500,218000,213000,13400,216000,212000,"(34.07130175, -118.1345639)"
7,10,,Los Angeles,,23.985,,"ALHAMBRA, GARFIELD AVENUE ",13400,216000,212000,13900,224000,220000,"(34.07145004, -118.1230795)"
7,10,,Los Angeles,,24.831,,"MONTEREY PARK, NEW AVENUE",13900,224000,220000,14100,231000,226000,"(34.07165345, -118.1083319)"
7,10,S,Los Angeles,,25.208,,"ALHAMBRA, DEL MAR AVENUE",2950,28500,25000,2250,25000,22100,"(34.07187374, -118.1015866)"
7,10,,Los Angeles,,25.327,,"SOUTH SAN GABRIEL, DEL MAR AVENUE",14100,231000,226000,14000,228000,223000,"(34.07173906, -118.0996842)"
7,10,,Los Angeles,,25.837,,"ROSEMEAD, SAN GABRIEL BOULEVARD",14000,228000,223000,13700,225000,220000,"(34.07182821, -118.0907877)"
7,10,,Los Angeles,,26.34,,"ROSEMEAD, WALNUT GROVE AVENUE ",13700,225000,220000,13500,222000,218000,"(34.07193274, -118.0820268)"
7,10,,Los Angeles,,26.857,,"EL MONTE, JCT. RTE. 164",13500,222000,218000,14500,214000,204000,"(34.07206267, -118.0730097)"
7,10,,Los Angeles,,27.963,,"EL MONTE, TEMPLE CITY BLVD/BALDWIN AVE",14500,214000,204000,15600,232000,221000,"(34.07226694, -118.0539521)"
7,10,S,Los Angeles,,28.19,,"EL MONTE, CONNECT TO SAN BERNARDINO FWY",2250,25000,22100,70,770,680,"(34.07246496, -118.048466)"
7,10,S,Los Angeles,,28.613,,"EL MONTE BUS STA/SANTA ANITA , END OF BUSWAY",70,770,680,,,,"(34.07116073, -118.0422174)"
7,10,,Los Angeles,,28.673,,"EL MONTE, SANTA ANITA AVENUE",15600,232000,221000,15400,228000,218000,"(34.06870896, -118.0423479)"
7,10,,Los Angeles,,29.545,,"EL MONTE, VALLEY BLVD/PECK RD",15400,228000,218000,14500,220000,211000,"(34.06796807, -118.0273613)"
7,10,,Los Angeles,,30.581,,"EL MONTE, GARVEY AVENUE ",14500,220000,211000,15600,237000,226000,"(34.06412808, -118.0101202)"
7,10,,Los Angeles,,31.151,,"BALDWIN PARK, JCT. RTE. 605",15600,237000,226000,15600,251000,241000,"(34.06497548, -118.0001416)"
7,10,,Los Angeles,,31.54,,"BALDWIN PARK, BESS AVE/ FRAZIER ST",15600,251000,241000,14400,232000,222000,"(34.06587421, -117.9934643)"
7,10,,Los Angeles,,32.218,,"BALDWIN PARK, BALDWIN PARK BOULEVARD",14400,232000,222000,14300,229000,219000,"(34.067482, -117.9818343)"
7,10,,Los Angeles,,32.657,,"BALDWIN PARK, FRANCISQUITO AVENUE",14300,229000,219000,13200,213000,203000,"(34.06843291, -117.9742936)"
7,10,,Los Angeles,,33.351,,"BALDWIN PARK, PUENTE AVENUE",13200,213000,203000,13800,221000,211000,"(34.07000117, -117.962386)"
7,10,,Los Angeles,,34.457,,"WEST COVINA, ORANGE/ PACIFIC AVENUES ",13800,221000,211000,14200,226000,216000,"(34.07204093, -117.9431891)"
7,10,,Los Angeles,,35.402,,"WEST COVINA, CALIFORNIA/VINCENT AVENUES",14200,226000,216000,14500,229000,219000,"(34.07220675, -117.9267095)"
7,10,,Los Angeles,,36.5,,"WEST COVINA, AZUSA AVENUE ",14500,229000,219000,15200,239000,229000,"(34.07204875, -117.907571)"
7,10,,Los Angeles,,37.48,,"WEST COVINA, CITRUS STREET",15200,239000,229000,15000,233000,224000,"(34.07187776, -117.8904698)"
7,10,,Los Angeles,,38.008,,"WEST COVINA, BARRANCA STREET",15000,233000,224000,15400,233000,222000,"(34.07181636, -117.8812625)"
7,10,,Los Angeles,,38.509,,"WEST COVINA, GRAND AVENUE",15400,233000,222000,14500,217000,207000,"(34.07170479, -117.8725204)"
7,10,,Los Angeles,,38.969,,"WEST COVINA, HOLT AVENUE ",14500,217000,207000,14600,217000,207000,"(34.07033608, -117.8647918)"
7,10,,Los Angeles,,40.457,,VIA VERDE,14600,217000,207000,14500,214000,205000,"(34.06876229, -117.8397233)"
7,10,,Los Angeles,,42.443,,"POMONA, JCT. RTES. 57/71",14500,214000,205000,18500,248000,241000,"(34.0650985, -117.8065092)"
7,10,,Los Angeles,,43.658,,"POMONA, FAIRPLEX DRIVE ",18500,248000,241000,18100,247000,241000,"(34.07273045, -117.7873556)"
7,10,,Los Angeles,,44.185,,"POMONA, DUDLEY STREET ",18100,247000,241000,17900,248000,240000,"(34.07281112, -117.7783746)"
7,10,,Los Angeles,,45.277,,"POMONA, WHITE AVENUE ",17900,248000,240000,16900,238000,231000,"(34.0711, -117.7596245)"
7,10,,Los Angeles,,45.726,,"POMONA, GAREY AVENUE ",16900,238000,231000,17500,252000,243000,"(34.07371971, -117.7523997)"
7,10,,Los Angeles,,46.405,,"POMONA, TOWNE AVENUE",17500,252000,243000,16900,253000,244000,"(34.07805054, -117.7418278)"
7,10,,Los Angeles,,47.737,,"POMONA, INDIAN HILL BOULEVARD",16900,253000,244000,17800,254000,245000,"(34.08165149, -117.7194242)"
7,10,,Los Angeles,,48.265,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,17800,254000,245000,,,,"(34.08176553, -117.7103578)"
7,14,,Los Angeles,R,24.788,,JCT. RTE. 5,,,,12800,170000,166000,"(34.33398453, -118.5076052)"
7,14,,Los Angeles,R,27.048,,"SANTA CLARITA, SAN FERNANDO ROAD",12800,170000,166000,11700,155000,151000,"(34.36487576, -118.5034874)"
7,14,,Los Angeles,R,28.08,,"SANTA CLARITA, PLACERITA CANYON ROAD ",11700,155000,151000,11100,147000,144000,"(34.3774143, -118.4936345)"
7,14,,Los Angeles,R,29.675,,"SANTA CLARITA, GOLDEN VALLEY ROAD",11100,147000,144000,11100,147000,144000,"(34.39234539, -118.4726083)"
7,14,,Los Angeles,R,30.811,,SIERRA HIGHWAY,11100,147000,144000,9000,118000,112000,"(34.4016169, -118.4563369)"
7,14,,Los Angeles,,33.423,,"SANTA CLARITA, SAND CANYON ROAD",9000,118000,112000,7900,105000,99000,"(34.42512423, -118.4235973)"
7,14,,Los Angeles,,35.712,,"SANTA CLARITA, SHADOW PINES/SOLEDAD",7900,105000,99000,7500,99000,96000,"(34.43356936, -118.385962)"
7,14,,Los Angeles,,39.854,,AGUA DULCE CANYON ROAD,7500,99000,96000,7300,96000,93000,"(34.46650411, -118.3299461)"
7,14,,Los Angeles,,43.288,,ESCONDIDO CANYON ROAD ,7300,96000,93000,7300,96000,93000,"(34.49203578, -118.2834789)"
7,14,,Los Angeles,,46.759,,WARD ROAD,7300,96000,93000,7400,98000,95000,"(34.5004955, -118.2281842)"
7,14,,Los Angeles,R,48.607,,CROWN VALLEY ROAD,7400,98000,95000,7400,98000,94000,"(34.4914011, -118.1985036)"
7,14,,Los Angeles,R,50.746,,SANTIAGO ROAD,7400,98000,94000,7400,98000,95000,"(34.48866124, -118.1631775)"
7,14,,Los Angeles,R,52.172,,SOLEDAD CANYON RD/SIERRA HIGHWAY ,7400,98000,95000,7600,99000,95000,"(34.48706465, -118.1403689)"
7,14,,Los Angeles,R,54.543,,ANGELES FOREST HIGHWAY ,7600,99000,95000,5600,74000,71000,"(34.51052536, -118.111261)"
7,14,,Los Angeles,R,58.172,,"PALMDALE, AVENUE S",5600,74000,71000,6800,82000,81000,"(34.55768436, -118.1323149)"
7,14,,Los Angeles,R,59.803,,"PALMDALE, SOUTH JCT. RTE. 138",6800,82000,81000,7400,88000,87000,"(34.58143326, -118.1336542)"
7,14,,Los Angeles,R,61.766,,"PALMDALE, 10TH STREET WEST ",7400,88000,87000,7500,88000,87000,"(34.60544591, -118.1473077)"
7,14,,Los Angeles,R,63.671,,"PALMDALE, AVENUE N ",7500,88000,87000,8000,93000,92000,"(34.63110533, -118.1529903)"
7,14,,Los Angeles,R,64.678,,"LANCASTER, COLUMBIA WAY/AVENUE M",8000,93000,92000,7800,90000,89000,"(34.645716, -118.153074)"
7,14,,Los Angeles,R,65.683,,"LANCASTER, AVENUE L",7800,90000,89000,6500,75000,74000,"(34.66053008, -118.1531822)"
7,14,,Los Angeles,R,66.73,,"LANCASTER, AVENUE K",6500,75000,74000,5200,60000,59000,"(34.674736, -118.157271)"
7,14,,Los Angeles,R,67.39,,"LANCASTER, AVE J-8/20TH ST WEST",5200,60000,59000,3750,42000,41500,"(34.68199137, -118.1640702)"
7,14,,Los Angeles,R,67.957,,"LANCASTER, AVENUE J ",3750,42000,41500,4300,48000,47000,"(34.68873229, -118.1692191)"
7,14,,Los Angeles,R,68.965,,"LANCASTER, AVENUE I",4300,48000,47000,3650,40000,39500,"(34.70385341, -118.1698771)"
7,14,,Los Angeles,R,69.991,,"LANCASTER, AVENUE H ",3650,40000,39500,5300,41000,38000,"(34.71870883, -118.1699803)"
7,14,,Los Angeles,R,70.992,,AVENUE G ,5300,41000,38000,5300,41000,37500,"(34.73320304, -118.1701046)"
7,14,,Los Angeles,R,71.995,,AVENUE F ,5300,41000,37500,5100,39500,35500,"(34.74776, -118.170191)"
7,14,,Los Angeles,R,74.003,,NORTH JCT. RTE. 138,5100,39500,35500,4800,36500,33500,"(34.77692137, -118.1704536)"
7,14,,Los Angeles,R,77.008,,"AVENUE A, LOS ANGELES/KERN COUNTY LINE",4800,36500,33500,,,,"(34.82048633, -118.1702377)"
7,18,,Los Angeles,,0,,SAN BERNARDINO/LOS ANGELES COUNTY LINE,,,,610,5800,5400,"(34.49896628, -117.6600915)"
7,19,,Los Angeles,,3.98,,"LAKEWOOD, DEL AMO BOULEVARD",,,,2600,32000,28500,"(33.84675329, -118.1424266)"
7,19,,Los Angeles,,5.888,,"BELLFLOWER, ARTESIA BOULEVARD",3250,40000,36000,4400,54000,48000,"(33.87475395, -118.1425)"
7,19,,Los Angeles,,6.052,,"BELLFLOWER, JCT. RTE. 91",4400,54000,48000,2700,33000,29500,"(33.87712524, -118.1425163)"
7,19,,Los Angeles,,6.89,,"BELLFLOWER, ALONDRA BOULEVARD",2450,30000,26500,2550,30500,27500,"(33.88911446, -118.1425873)"
7,19,,Los Angeles,,7.39,,"BELLFLOWER, COMPTON BOULEVARD",2550,30500,27500,3050,36500,33000,"(33.89632886, -118.1426367)"
7,19,,Los Angeles,,7.9,,"DOWNEY, ROSECRANS AVENUE",2550,30500,27500,2550,30500,27500,"(33.90377614, -118.1428044)"
7,19,,Los Angeles,,8.369,,"DOWNEY, END OF ROUTE",2550,30500,27500,,,,"(33.91043396, -118.1424239)"
7,22,,Los Angeles,,0,,"LONG BEACH, JCT. RTE. 1",,,,5000,60000,58000,"(33.775322, -118.1227004)"
7,22,,Los Angeles,,0.084,,"LONG BEACH, BELLFLOWER BOULEVARD",5000,60000,58000,5200,64000,61000,"(33.775319, -118.1212564)"
7,22,,Los Angeles,,1.142,,"LONG BEACH, STUDEBAKER ROAD",6000,72000,68000,8300,100000,96000,"(33.77417783, -118.1031618)"
7,22,,Los Angeles,,1.467,,LOS ANGELES/ORANGE COUNTY  LINE,8300,100000,96000,,,,"(33.77416136, -118.0975535)"
7,23,,Los Angeles,,0,,JCT. RTE. 1,,,,70,540,510,"(34.04146938, -118.8944095)"
7,23,,Ventura,,0,,LOS ANGELES/VENTURA COUNTY LINE,,,,270,2200,2100,"(34.12665478, -118.8564618)"
7,23,,Ventura,T,1.49,,"THOUSAND OAKS, PORTRERO ROAD",270,2200,2100,1000,12700,11500,"(34.14270184, -118.849613)"
7,23,,Ventura,R,2.258,,"THOUSAND OAKS, TRIUNFO CANYON ROAD",1300,16000,14700,2050,24800,23100,"(34.14938591, -118.8388711)"
7,23,,Ventura,R,2.88,,"THOUSAND OAKS, AGOURA ROAD",2300,27000,25500,2150,25000,24100,"(34.15209244, -118.8290074)"
7,23,,Ventura,R,3.339,,"THOUSAND OAKS, JCT. RTE. 101",3250,37000,36000,10500,121000,113000,"(34.15756203, -118.8250655)"
7,23,,Los Angeles,,4.791,,SOUTH JUNCTION MULHOLLAND HIGHWAY,120,930,880,140,1100,1050,"(34.08857959, -118.8734029)"
7,23,,Ventura,R,5.064,,"THOUSAND OAKS, JANSS ROAD",10500,121000,113000,10200,115000,108000,"(34.19977328, -118.857034)"
7,23,,Ventura,R,6.028,,"THOUSAND OAKS, AVENIDA DE LOS ARBOLES",10200,115000,108000,9200,101000,95000,"(34.21145773, -118.848938)"
7,23,,Los Angeles,,6.711,,NORTH JUNCTION MULHOLLAND HIGHWAY,140,1100,1050,270,2200,2100,"(34.10441583, -118.8584338)"
7,23,,Ventura,R,7.165,,"THOUSAND OAKS, SUNSET HILLS BOULEVARD",9200,101000,95000,9000,95000,90000,"(34.22743091, -118.8469227)"
7,23,,Ventura,R,8.209,,"THOUSAND OAKS, OLSEN ROAD",9000,95000,90000,7100,73000,70000,"(34.24140275, -118.8398188)"
7,23,,Los Angeles,,8.9,,LOS ANGELES/VENTURA COUNTY LINE,270,2200,2100,,,,"(34.12665478, -118.8564618)"
7,23,,Ventura,R,10.164,,"MOORPARK, TIERRA REJADA ROAD ",7100,73000,70000,6800,69000,66000,"(34.26661713, -118.8509106)"
7,23,,Ventura,R,11.432,,"MOORPARK, JCT. RTE. 118",6800,69000,66000,2900,33000,30500,"(34.28195651, -118.8628635)"
7,23,,Ventura,,13.37,,"MOORPARK, HIGH STREET",1200,12100,11300,720,7800,7100,"(34.28536499, -118.8821139)"
7,23,,Ventura,,14.26,,MERIDIAN HILLS DRIVE,720,7800,7100,410,4400,4000,"(34.29667097, -118.8787493)"
7,23,,Ventura,,14.607,,SPRING ROAD,410,4400,4000,1050,11300,10300,"(34.30149723, -118.8778889)"
7,23,,Ventura,,15.54,,HAPPY CAMP ROAD,1200,9200,7600,920,7500,6300,"(34.31516161, -118.8810999)"
7,23,,Ventura,,16.8,,GRIMES CANYON ROAD,920,7500,6300,870,7500,6300,"(34.31533437, -118.9019634)"
7,23,,Ventura,,22.265,,BARDSDALE AVENUE,870,7500,6300,940,8900,7600,"(34.37156172, -118.9198818)"
7,23,,Ventura,,24.165,,"FILLMORE, JCT. RTE. 126",1000,10600,9100,,,,"(34.3962041, -118.9177855)"
7,27,,Los Angeles,,0,,JCT. RTE. 1,,,,1800,16000,14700,"(34.040092, -118.579248)"
7,27,,Los Angeles,,4.31,,OLD TOPANGA CANYON ROAD,2000,18400,17100,1900,18100,16900,"(34.08931967, -118.604173)"
7,27,,Los Angeles,,11.06,,"LOS ANGELES, MULHOLLAND DRIVE",1550,15600,14700,2550,26500,26000,"(34.15115767, -118.6047705)"
7,27,,Los Angeles,,12.276,,"LOS ANGELES, VENTURA BOULEVARD",2700,30500,30000,5300,61000,60000,"(34.16845043, -118.6057599)"
7,27,,Los Angeles,,12.43,,"LOS ANGELES, JCT. RTE. 101",5300,61000,60000,3750,49000,48000,"(34.17072892, -118.605766)"
7,27,,Los Angeles,,14.05,,"LOS ANGELES, VANOWEN STREET",3000,37500,37000,3250,39500,39000,"(34.193748, -118.605829)"
7,27,,Los Angeles,,14.55,,"LOS ANGELES, SHERMAN WAY",3400,40500,40000,3300,38000,37500,"(34.20108692, -118.6058502)"
7,27,,Los Angeles,,15.83,,"LOS ANGELES, ROSCOE BOULEVARD",2900,33000,32000,4250,47000,46000,"(34.21974831, -118.6058984)"
7,27,,Los Angeles,,18.629,,"LOS ANGELES, DEVONSHIRE STREET",3850,41500,40500,3900,41000,40000,"(34.25715767, -118.606)"
7,27,,Los Angeles,,20.062,,"LOS ANGELES, JCT. RTE. 118",4100,42000,41000,,,,"(34.27774635, -118.604785)"
7,33,,Ventura,,0,,"VENTURA, JCT. RTE. 101",,,,3700,42500,41000,"(34.27946912, -119.3051873)"
7,33,,Ventura,,1.565,,"VENTURA, STANLEY AVENUE",3700,42500,41000,2650,30500,29500,"(34.30081718, -119.3014819)"
7,33,,Ventura,,2.648,,SHELL ROAD,2650,30500,29500,2450,28000,27000,"(34.31571855, -119.2941948)"
7,33,,Ventura,R,4.487,,CANADA LARGA ROAD,2450,28000,27000,2350,26500,25500,"(34.34168157, -119.2925918)"
7,33,,Ventura,R,5.635,,CASITAS VISTA ROAD,2350,26500,25500,2150,24700,24000,"(34.35259167, -119.305618)"
7,33,,Ventura,,8.001,,CREEK ROAD,2100,23800,22700,2050,22400,20500,"(34.38560467, -119.3021537)"
7,33,,Ventura,,9.04,,SANTA ANA BOULEVARD,2050,22400,20500,1900,21400,19600,"(34.40043733, -119.2996628)"
7,33,,Ventura,,10.65,,WOODLAND ROAD,1900,21400,19600,1950,22400,20500,"(34.42188953, -119.290268)"
7,33,,Ventura,,11.21,,WEST JCT. RTE. 150,1850,21700,20800,1150,11900,11000,"(34.42989, -119.288413)"
7,33,,Ventura,,11.961,,EL ROBLAR DRIVE,1300,10000,9400,550,3950,3700,"(34.44661054, -119.2706708)"
7,33,,Ventura,,12.8,,FAIRVIEW ROAD/LA LUNA AVENUE,400,2900,2500,390,2200,1750,"(34.456477, -119.278276)"
7,33,,Ventura,,13.35,,LOS PADRES NATIONAL FOREST BOUNDARY,360,1900,1500,360,1900,1500,"(34.46278673, -119.2830414)"
7,33,,Ventura,,15.441,,MATILIJA HOT SPRINGS ROAD,350,1650,1300,210,920,660,"(34.48543489, -119.300881)"
7,33,,Ventura,,17.631,,WHEELER HOT SPRINGS,210,920,660,210,890,640,"(34.50803178, -119.2915444)"
7,33,,Ventura,,25.791,,ROSE VALLEY ROAD,170,750,560,140,600,450,"(34.5342951, -119.238912)"
7,33,,Ventura,,30.219,,SESPE GORGE MAINTENANCE STATION,120,540,410,120,540,410,"(34.56495475, -119.2641615)"
7,33,,Ventura,,48.5,,LOCKWOOD VALLEY ROAD,100,440,330,100,420,320,"(34.686543, -119.3557426)"
7,33,,Ventura,,57.508,,VENTURA/SANTA BARBARA COUNTY LINE,100,450,340,,,,"(34.79026766, -119.4441027)"
7,34,,Ventura,,4.295,,"OXNARD, JCT. RTE. 1",,,,1600,15600,14800,"(34.1976571, -119.1774043)"
7,34,,Ventura,,6.27,,"OXNARD, RICE AVENUE",1250,10700,10200,1500,12200,11700,"(34.19683, -119.14229)"
7,34,,Ventura,,8.43,,"PLEASANT VALLEY ROAD, WEST JUNCTION",1500,12200,11700,1650,10800,9600,"(34.19661093, -119.1044644)"
7,34,,Ventura,,8.911,,WOOD ROAD,1650,10800,9600,1650,10400,9300,"(34.19655977, -119.0960877)"
7,34,,Ventura,,10.433,,"LAS POSAS ROAD, WEST JUNCTION",1650,10400,9300,1300,7800,7000,"(34.19631921, -119.0697981)"
7,34,,Ventura,,12.463,,RIGHT ONTO PLEASANT VALLEY ROAD,1300,7800,7000,2600,16200,14300,"(34.205411, -119.040739)"
7,34,,Ventura,,12.78,,"CAMARILLO, PLEASANT VALLEY ROAD",2600,16200,14300,1850,11800,10400,"(34.205382, -119.034584)"
7,34,,Ventura,R,13.541,,"CAMARILLO, VENTURA BOULEVARD",1850,11800,10400,3100,20600,18200,"(34.21607884, -119.0347039)"
7,34,,Ventura,,13.603,,"CAMARILLO, JCT. RTE. 101",3100,20600,18200,3000,20900,18200,"(34.2167802, -119.0340679)"
7,34,,Ventura,,13.657,,"CAMARILLO, DAILY DRIVE",3000,20900,18200,2850,21100,18900,"(34.2173821, -119.0335147)"
7,34,,Ventura,,15.87,,"CAMARILLO, LAS POSAS ROAD, EAST JUNCTION",1350,10300,9200,790,8500,7900,"(34.24263725, -119.0101572)"
7,34,,Ventura,,17.663,,"SOMIS, JCT. RTE. 118",1150,13900,13600,,,,"(34.26375, -118.994658)"
7,39,,Los Angeles,,17.813,,SAN GABRIEL RIVER BRIDGE,,,,550,2350,1950,"(34.16408715, -117.8951176)"
7,39,,Los Angeles,,19.73,,"MORRIS DAM RD, NAVAL ORDNANCE TEST STATION",550,2350,1950,500,2150,1800,"(34.18273589, -117.879628)"
7,39,,Los Angeles,,25.71,,EAST FORK ROAD,440,1900,1600,230,970,820,"(34.24017949, -117.8532574)"
7,39,,Los Angeles,,32.49,,COLD BROOK RANGER STATION,60,260,220,60,260,220,"(34.29090706, -117.8397177)"
7,39,,Los Angeles,,38.15,,CRYSTAL LAKE ROAD,40,180,150,,,,"(34.314436, -117.836779)"
7,47,,Los Angeles,R,0,,"LOS ANGELES, JCT. RTE. 110",,,,9600,54000,52000,"(33.74897277, -118.2909221)"
7,47,,Los Angeles,,0.722,,"LOS ANGELES, HARBOR BOULEVARD",9600,54000,52000,9500,53000,52000,"(33.74891315, -118.283656)"
7,47,,Los Angeles,,2.302,,"LOS ANGELES, VINCENT THOMAS BRIDGE",9500,53000,52000,1600,14900,14000,"(33.7489677, -118.2630452)"
7,47,,Los Angeles,,3.576,,"LONG BEACH, NEW DOCK STREET",1600,14900,14000,2100,17800,17100,"(33.75940384, -118.2386127)"
7,47,,Los Angeles,,3.88,,"LONG BEACH, HEIM LIFT BRIDGE",2100,17800,17100,2100,17800,17100,"(33.76306615, -118.2391967)"
7,47,,Los Angeles,,4.565,,"LOS ANGELES, JCT. RTE. 103",2100,17800,17100,,,,"(33.77133931, -118.2403292)"
7,57,,Los Angeles,R,0,,ORANGE/LOS ANGELES COUNTY LINE,,,,16000,211000,205000,"(33.94601879, -117.868289)"
7,57,,Los Angeles,R,0.912,,"DIAMOND BAR, BREA CANYON ROAD ",16000,211000,205000,15100,217000,210000,"(33.95740131, -117.8602009)"
7,57,,Los Angeles,R,1.937,,"DIAMOND BAR, DIAMOND BAR BOULEVARD",15100,217000,210000,13700,198000,192000,"(33.96802853, -117.8490706)"
7,57,,Los Angeles,R,3.167,,"DIAMOND BAR, PATHFINDER ROAD",13700,198000,192000,14300,203000,197000,"(33.98429451, -117.8426514)"
7,57,,Los Angeles,R,4.518,,"DIAMOND BAR, JCT. RTE. 60",14300,203000,197000,9500,134000,129000,"(34.00151813, -117.8341082)"
7,57,,Los Angeles,,4.977,,"DIAMOND BAR, SUNSET CROSSING ROAD",9500,134000,129000,10600,150000,145000,"(34.02858491, -117.8112915)"
7,57,,Los Angeles,,6.168,,"POMONA, TEMPLE AVENUE",10600,150000,145000,11900,160000,155000,"(34.04336151, -117.8007919)"
7,57,,Los Angeles,R,7.719,,"POMONA, JCT. RTES. 10/71",11900,160000,155000,13600,176000,168000,"(34.06527388, -117.8064539)"
7,57,,Los Angeles,R,8.711,,"POMONA, VIA VERDE/RAGING WATERS DR",13600,176000,168000,13600,173000,168000,"(34.07783574, -117.8136941)"
7,57,,Los Angeles,R,10.272,,"SAN DIMAS, COVINA AVENUE ",13600,173000,168000,12700,162000,158000,"(34.09918794, -117.8192027)"
7,57,,Los Angeles,R,10.794,,"SAN DIMAS, ARROW HIGHWAY",12700,162000,158000,11700,153000,148000,"(34.107771, -117.8220537)"
7,57,,Los Angeles,R,11.791,,"GLENDORA, JCT. RTE. 210",11700,153000,148000,11700,153000,148000,"(34.12122972, -117.8269308)"
7,57,,Los Angeles,R,12.303,,END OF ROUTE,11700,153000,148000,,,,"(34.12121543, -117.8339354)"
7,60,,Los Angeles,,0,,"LOS ANGELES, JCT. RTE. 10",,,,11700,182000,180000,"(34.02904853, -118.2255118)"
7,60,,Los Angeles,R,0.545,,"LOS ANGELES, JCT. RTE. 5",11700,182000,180000,14000,211000,204000,"(34.02905394, -118.2158968)"
7,60,,Los Angeles,R,1.475,,"LOS ANGELES, LORENA STREET",14000,211000,204000,14200,215000,208000,"(34.02928023, -118.2000338)"
7,60,,Los Angeles,R,1.936,,"LOS ANGELES, INDIANA STREET",14200,215000,208000,15600,230000,221000,"(34.03116788, -118.1923254)"
7,60,,Los Angeles,R,2.592,,THIRD STREET/DOWNEY ROAD,15600,230000,221000,15400,234000,226000,"(34.03297442, -118.1813213)"
7,60,,Los Angeles,R,3.27,,JCT. RTE. 710,15400,234000,226000,16900,258000,257000,"(34.03550913, -118.1700561)"
7,60,,Los Angeles,R,4.426,,"MONTEREY PARK, ATLANTIC BOULEVARD",16900,258000,257000,16000,245000,244000,"(34.03525238, -118.1503379)"
7,60,,Los Angeles,R,5.893,,"MONTEBELLO, FINDLAY/ GARFIELD/WILCOX AVE",16000,245000,244000,15600,228000,225000,"(34.03309557, -118.1253015)"
7,60,,Los Angeles,R,7.774,,"MONTEBELLO, PARAMOUNT BOULEVARD",15600,228000,225000,14700,218000,214000,"(34.03592268, -118.0928417)"
